Season,Week,Match Date,Home Team,Away Team,Home Goals,Away Goals,Home Performance,Away Performance,Home Formation,Away Formation,Home Players,Away Players
20/21,Round 31,20/03/21,Göztepe,Sivasspor,3,5,6.59,6.87,4-2-3-1,4-1-4-1,İ. C. Eğribayat; M. Paluli; M. Mihojević; A. Nukan; D. Bureković; O. Nwobodo; P. Žulj; (c) H. Akbunar; S. Aydoğdu; A. Jahović; C. Ndiaye,A. Ş. Vural; A. Oğuz; R. Yalçın; S. Camara; U. Çiftçi; I. Cofie; T. Boyd; (c) H. Arslan; F. Fajr; M. Gradel; M. Yatabaré
20/21,Round 31,20/03/21,Yeni Malatyaspor,Gaziantep,2,2,6.57,6.64,4-4-2,4-4-2,E. Özbir; I. Chebake; Wallace; T. L. Hadebe; K. Hafez; M. Eskihellaç; F. Zuqui; A. Afriyie; M. Fofana; B. Tetteh; (c) A. Büyük,(c) G. Güvenç; P. Olkowski; R. Miranda; A. Toșca; J. Morais; A. Sousa; O. Rashid; A. Vetrih; A. Maxim; K. Özer; M. Demir
20/21,Round 31,20/03/21,Trabzonspor,Ankaragücü,4,1,6.99,6.59,4-1-4-1,4-2-3-1,(c) U. Çakır; H. Türkmen; E. Ié; V. Hugo; Marlon; A. Parmak; T. Djaniny; A. Bakasetas; Y. Malli; A. N. Nwakaeme; C. Ekuban,R. Friedrich; T. Pinto; (c) A. Kulušić; Z. Šarlija; A. Turan; İ. Akdağ; E. Çekiçi; S. Lobjanidze; J. Paintsil; Geraldo; T. Børven
20/21,Round 31,21/03/21,Antalyaspor,Erzurumspor,3,1,7.01,6.5,4-1-4-1,4-2-3-1,F. Kaplan; B. Balcı; V. Sarı; F. Kudryashov; E. Albayrak; N. Şahin; G. Bayrakdar; Fredy; (c) H. Özmert; A. d. Silva; L. Podolski,J. Szumski; B. Butko; M. D. Costa; L. Schwechlen; Z. Bergdich; J. O. Omolo; P. Boumal; C. A. Alkılıç; (c) A. Chahechouhe; E. Başsan; M. E. Kabir
20/21,Round 31,21/03/21,Konyaspor,Alanyaspor,1,0,6.87,6.81,4-2-3-1,3-4-2-1,(c) I. Šehić; N. Skubic; A. Çalık; A. Bardakcı; G. H. Sityá; I. Diomandé; A. Hadžiahmetović; J. Sekidika; A. Rahmanović; Z. Bytyqi; S. Cikalleshi,Marafona; F. Aksoy; S. Caulker; (c) G. Tzavellas; Juanfran; B. Kutlu; M. Siopis; F. Moubandje; S. Uçan; U. Güneş; A. Bareiro
20/21,Round 31,21/03/21,Beşiktaş,Fenerbahçe,1,1,6.97,6.89,4-1-4-1,4-2-3-1,E. Destanoğlu; V. Rosier; Welinton; D. Vida; F. N'Sakala; Souza; R. Ghezzal; A. Ljajić; (c) A. Hutchinson; C. Larin; V. Aboubakar,A. Bayındır; N. Sangaré; S. Aziz; A. Szalai; C. Erkin; (c) L. Gustavo; İ. C. Kahveci; B. Osayi-Samuel; D. Pelkas; Enner Valencia; M. Samatta
20/21,Round 30,12/03/21,Başakşehir,Beşiktaş,2,3,6.61,7.04,4-2-3-1,4-1-4-1,V. Babacan; Rafael; C. Ponck; (c) A. Epureanu; H. A. Kaldırım; M. Topal; B. Özcan; D. Türüç; Giuliano; D. Aleksić; E. Crivelli,E. Destanoğlu; V. Rosier; Welinton; D. Vida; F. N'Sakala; Souza; R. Ghezzal; A. Ljajić; (c) A. Hutchinson; C. Larin; V. Aboubakar
20/21,Round 30,13/03/21,Sivasspor,Karagümrük,1,0,6.99,6.83,4-1-4-1,4-2-3-1,A. Ş. Vural; A. Okumuş; R. Yalçın; S. Camara; U. Çiftçi; I. Cofie; T. Boyd; F. Fajr; (c) H. Arslan; E. Yeşilyurt; O. Kayode,E. Viviano; V. E. Hedenstad; E. Roco; G. Campi; J. Balkovec; (c) L. Biglia; A. Bertolacci; A. Ndao; L. Castro; F. Borini; A. Sobiech
20/21,Round 30,13/03/21,Alanyaspor,Antalyaspor,4,0,7.37,6.29,4-2-3-1,4-1-4-1,Marafona; T. Bingöl; F. Aksoy; (c) G. Tzavellas; F. Moubandje; H. H. Acar; M. Siopis; K. Babacar; S. Uçan; Davidson; M. Pektemek,R. Boffin; O. Imeri; V. Sarı; Naldo; F. Kudryashov; N. Şahin; G. Bayrakdar; B. Balcı; (c) H. Özmert; E. Albayrak; D. Orgill
20/21,Round 30,13/03/21,Rizespor,Hatayspor,1,0,7.07,6.83,4-2-3-1,4-2-3-1,(c) G. Akkan; M. Morozyuk; S. Ay; M. Talbi; İ. Köybaşı; F. Baiano; D. Djoković; B. Samudio; F. Boldrin; F. Andrade; M. Škoda,M. Mohamedi; S. Popov; J. C. Billong; P. Santos; A. Katranis; (c) R. Aabid; R. Ribeiro; D. Babajide; A. Traoré; A. Boupendza; M. B. Diouf
20/21,Round 30,13/03/21,Kayserispor,Galatasaray,0,3,6.46,7.18,4-2-3-1,4-1-3-2,D. Alemdar; R. Civelek; U. Demirok; D. Kolovetsios; A. Behich; K. Muhar; J. Attamah; A. Lennon; D. Avramovski; P. Henrique; (c) İ. Parlak,(c) F. Muslera; D. Yedlin; C. Luyindama; Marcão; M. Saracchi; T. Antalyalı; G. Fernandes; E. Akbaba; E. Kılınç; M. Mohamed; R. Falcao
20/21,Round 30,14/03/21,Ankaragücü,Göztepe,3,0,7.07,6.73,4-2-3-1,4-2-3-1,R. Friedrich; S. Kitsiou; (c) A. Kulušić; Z. Šarlija; A. Turan; E. Çekiçi; İ. Akdağ; Geraldo; A. Potuk; S. Lobjanidze; T. Børven,İ. C. Eğribayat; L. Gassama; A. Öztürk; A. Nukan; B. Emir; O. Nwobodo; A. Esiti; F. Diabaté; S. Aydoğdu; (c) H. Akbunar; C. Ndiaye
20/21,Round 30,14/03/21,Erzurumspor,Trabzonspor,0,0,6.79,7.04,4-2-3-1,4-2-3-1,J. Szumski; B. Butko; A. Teikeu; L. Schwechlen; Z. Bergdich; P. Boumal; O. Çelik; C. A. Alkılıç; (c) A. Chahechouhe; E. Başsan; M. E. Kabir,(c) U. Çakır; H. Türkmen; E. Ié; M. Hosseini; Marlon; Y. Malli; A. Parmak; C. Ekuban; A. Bakasetas; A. N. Nwakaeme; T. Djaniny
20/21,Round 30,14/03/21,Gaziantep,Denizlispor,2,0,6.99,6.52,4-4-2,4-1-4-1,(c) G. Güvenç; P. Olkowski; R. Miranda; A. Toșca; J. Morais; A. Sousa; O. Rashid; A. Vetrih; A. Maxim; K. Özer; N. Dicko,C. Gönen; Ö. Özdemir; O. Yılmaz; M. Yumlu; A. B. Mohamed; K. Aktaş; H. Sacko; M. Diskerud; M. Bakalorz; Á. Sagal; (c) H. Rodallega
20/21,Round 30,14/03/21,Fenerbahçe,Gençlerbirliği,1,2,6.83,6.84,4-1-4-1,4-2-3-1,A. Bayındır; (c) G. Gönül; S. Aziz; A. Szalai; F. Novák; L. Gustavo; B. Osayi-Samuel; M. H. Yandaş; J. Sosa; D. Pelkas; M. Thiam,K. Nordfeldt; M. Johansson; A. Kızıldağ; M. Akbaş; (c) H. I. Pehlivan; S. Dikmen; R. Piris; D. Candeias; M. Yildirim; F. Ayité; S. Lima
20/21,Round 30,15/03/21,Kasımpaşa,Konyaspor,1,1,6.9,6.81,4-1-4-1,4-2-3-1,(c) R. Köse; F. Hadergjonaj; D. Luckassen; D. Tošić; O. Haddadi; K. Bistrović; G. Koomson; D. Drinkwater; A. Kara; H. Hajradinović; I. K. Thelin,(c) I. Šehić; N. Skubic; A. Çalık; A. Bardakcı; G. H. Sityá; M. Jevtović; A. Hadžiahmetović; L. Shengelia; D. Milošević; J. Sekidika; S. Cikalleshi
20/21,Round 29,06/03/21,Denizlispor,Yeni Malatyaspor,3,2,6.8,6.66,4-1-4-1,4-1-4-1,C. Gönen; Ö. Özdemir; F. Leismann; M. Yumlu; A. B. Mohamed; R. Murawski; H. Sacko; M. Diskerud; R. Niyaz; M. Mešanovič; (c) H. Rodallega,E. Özbir; I. Chebake; Wallace; T. L. Hadebe; K. Hafez; Z. Yavru; M. Eskihellaç; S. Mallan; A. Afriyie; (c) A. Büyük; B. Tetteh
20/21,Round 29,06/03/21,Beşiktaş,Gaziantep,2,1,6.89,6.63,4-1-4-1,5-4-1,E. Destanoğlu; V. Rosier; Welinton; D. Vida; R. Yılmaz; Souza; R. Ghezzal; A. Ljajić; (c) A. Hutchinson; C. Larin; V. Aboubakar,(c) G. Güvenç; P. Olkowski; P. Djilobodji; R. Miranda; A. Toșca; G. Vural; K. Özer; A. Vetrih; O. Rashid; A. Maxim; N. Dicko
20/21,Round 29,07/03/21,Karagümrük,Ankaragücü,0,1,6.75,6.89,4-1-4-1,4-2-3-1,E. Viviano; V. E. Hedenstad; E. Roco; G. Campi; J. Balkovec; (c) L. Biglia; A. Ndao; A. Bertolacci; L. Castro; F. Borini; A. Sobiech,R. Friedrich; S. Kitsiou; (c) A. Kulušić; Z. Šarlija; A. Turan; E. Çekiçi; İ. Akdağ; Geraldo; A. Potuk; S. Lobjanidze; T. Børven
20/21,Round 29,07/03/21,Gençlerbirliği,Başakşehir,0,1,6.69,6.98,4-2-3-1,4-2-3-1,K. Nordfeldt; M. Johansson; R. Piris; D. Angelo; P. Polomat; (c) S. Dikmen; D. Furman; D. Candeias; M. Yildirim; S. Yılmaz; S. Lima,V. Babacan; Ö. A. Şahiner; C. Ponck; (c) A. Epureanu; H. A. Kaldırım; Giuliano; M. Topal; D. Türüç; B. Özcan; D. Aleksić; E. Crivelli
20/21,Round 29,07/03/21,Hatayspor,Kayserispor,1,3,6.63,6.94,4-1-4-1,4-2-3-1,M. Mohamedi; S. Popov; (c) Y. Abdioğlu; P. Santos; Y. Koné; R. Ribeiro; D. Babajide; R. Aabid; M. Mert; A. Boupendza; M. B. Diouf,D. Alemdar; R. Civelek; U. Demirok; D. Kolovetsios; A. Behich; J. Attamah; K. Muhar; A. Lennon; D. Avramovski; P. Henrique; (c) İ. Parlak
20/21,Round 29,07/03/21,Galatasaray,Sivasspor,2,2,6.73,6.66,4-1-4-1,4-1-4-1,(c) F. Muslera; M. Linnes; R. Donk; Marcão; M. Saracchi; T. Antalyalı; R. Babel; G. Fernandes; Y. Belhanda; H. Onyekuru; R. Falcao,A. Ş. Vural; A. Oğuz; R. Yalçın; S. Camara; U. Çiftçi; (c) Z. Erdal; T. Boyd; H. Arslan; F. Fajr; M. Gradel; M. Yatabaré
20/21,Round 29,08/03/21,Antalyaspor,Kasımpaşa,1,1,6.71,6.9,4-1-4-1,4-3-3,F. Kaplan; B. Balcı; V. Sarı; F. Kudryashov; E. Albayrak; N. Şahin; S. Sam; (c) H. Özmert; Fredy; A. d. Silva; G. Bayrakdar,(c) R. Köse; F. Hadergjonaj; L. Sadiku; T. Břečka; O. Haddadi; K. Bistrović; A. Kara; H. Hajradinović; G. Koomson; I. K. Thelin; K. Varga
20/21,Round 29,08/03/21,Trabzonspor,Alanyaspor,1,3,6.73,6.97,4-2-3-1,4-1-4-1,(c) U. Çakır; S. Asan; E. Ié; V. Hugo; Marlon; B. A. Özdemir; L. Baker; C. Ekuban; A. Bakasetas; A. N. Nwakaeme; B. Afobe,S. Kırıntılı; Juanfran; F. Aksoy; G. Tzavellas; F. Moubandje; B. Kutlu; D. Kądzior; S. Uçan; C. Gülselam; (c) E. Karaca; M. Pektemek
20/21,Round 29,08/03/21,Göztepe,Erzurumspor,3,1,7.02,6.66,4-2-3-1,4-1-4-1,İ. C. Eğribayat; L. Gassama; A. Öztürk; A. Nukan; B. Emir; O. Nwobodo; S. Aydoğdu; F. Diabaté; P. Žulj; (c) H. Akbunar; C. Ndiaye,J. Szumski; M. M. Uçar; M. D. Costa; L. Schwechlen; Z. Bergdich; P. Boumal; C. A. Alkılıç; O. Çelik; (c) A. Chahechouhe; E. Rashani; M. E. Kabir
20/21,Round 29,08/03/21,Konyaspor,Fenerbahçe,0,3,6.57,7.15,4-2-3-1,4-1-4-1,(c) I. Šehić; N. Skubic; A. Çalık; A. Bardakcı; A. Demirbağ; I. Diomandé; M. Jevtović; L. Shengelia; D. Milošević; J. Sekidika; S. Cikalleshi,A. Bayındır; (c) G. Gönül; S. Aziz; A. Szalai; F. Novák; J. Sosa; B. Osayi-Samuel; D. Pelkas; M. H. Yandaş; Enner Valencia; M. Thiam
20/21,Round 28,02/03/21,Gaziantep,Gençlerbirliği,2,1,6.8,6.73,3-4-2-1,4-2-3-1,(c) G. Güvenç; E. Ersoy; P. Djilobodji; A. Toșca; P. Olkowski; O. Rashid; A. Sousa; G. Vural; A. Maxim; K. Mirallas; N. Dicko,K. Nordfeldt; M. Johansson; A. Kızıldağ; R. Piris; Ö. Artan; (c) S. Dikmen; D. Furman; D. Candeias; M. Yildirim; S. Yılmaz; S. Lima
20/21,Round 28,02/03/21,Yeni Malatyaspor,Beşiktaş,0,1,6.8,7.0,4-1-4-1,4-1-4-1,E. Özbir; I. Chebake; Wallace; T. L. Hadebe; K. Hafez; Z. Yavru; M. Eskihellaç; S. Mallan; A. Afriyie; (c) A. Büyük; B. Tetteh,U. Yuvakuran; V. Rosier; Welinton; D. Vida; F. N'Sakala; Souza; R. Ghezzal; (c) A. Hutchinson; N. Uysal; C. Larin; V. Aboubakar
20/21,Round 28,03/03/21,Erzurumspor,Karagümrük,2,2,6.8,6.69,4-2-3-1,4-1-4-1,J. Szumski; B. Butko; M. D. Costa; L. Schwechlen; Z. Bergdich; J. O. Omolo; P. Boumal; C. A. Alkılıç; (c) A. Chahechouhe; E. Rashani; R. Gomes,E. Viviano; V. E. Hedenstad; E. Roco; G. Campi; J. Balkovec; (c) L. Biglia; A. Ndao; A. Bertolacci; L. Castro; F. Borini; A. Sobiech
20/21,Round 28,03/03/21,Başakşehir,Konyaspor,1,1,7.04,6.83,4-2-3-1,4-2-3-1,V. Babacan; Ö. A. Şahiner; C. Ponck; A. Epureanu; H. A. Kaldırım; (c) M. Tekdemir; M. Topal; D. Türüç; B. Özcan; D. Aleksić; E. Crivelli,E. Birnican; N. Skubic; A. Çalık; (c) A. Bardakcı; G. H. Sityá; M. Jevtović; I. Diomandé; J. Sekidika; A. Hadžiahmetović; S. Cikalleshi; E. Daci
20/21,Round 28,03/03/21,Sivasspor,Hatayspor,1,1,6.91,6.56,4-1-4-1,4-1-4-1,A. Ş. Vural; A. Oğuz; R. Yalçın; S. Camara; U. Çiftçi; Claudemir; T. Boyd; (c) H. Arslan; F. Fajr; M. Gradel; M. Yatabaré,M. Mohamedi; S. Popov; J. C. Billong; P. Santos; A. Katranis; I. Sackey; D. Babajide; (c) R. Aabid; R. Ribeiro; S. Ilgaz; M. B. Diouf
20/21,Round 28,03/03/21,Kayserispor,Rizespor,2,1,6.91,6.78,4-1-4-1,5-3-2,D. Alemdar; R. Civelek; U. Demirok; D. Kolovetsios; A. Behich; K. Muhar; A. Lennon; J. Attamah; D. Avramovski; (c) P. Henrique; A. Maglica,G. Akkan; F. Baiano; S. Ay; Y. Meriah; M. Talbi; D. Melnjak; E. Sabo; (c) A. Durak; D. Djoković; F. Boldrin; A. Søderlund
20/21,Round 28,03/03/21,Ankaragücü,Galatasaray,2,1,6.64,6.62,4-2-3-1,4-1-4-1,(c) K. Çelikay; S. Kitsiou; A. Kulušić; Z. Šarlija; A. Turan; E. Çekiçi; İ. Akdağ; Geraldo; A. Potuk; S. Lobjanidze; T. Børven,(c) F. Muslera; D. Yedlin; R. Donk; Marcão; Ö. Bayram; O. Etebo; A. Turan; G. Fernandes; E. Kılınç; H. Onyekuru; M. Mohamed
20/21,Round 28,04/03/21,Alanyaspor,Göztepe,1,1,6.87,6.82,4-3-3,4-2-3-1,Marafona; Juanfran; F. Aksoy; (c) G. Tzavellas; F. Moubandje; B. Kutlu; M. Siopis; C. Gülselam; D. Kądzior; A. Bareiro; Davidson,İ. C. Eğribayat; M. Paluli; A. Öztürk; A. Nukan; D. Bureković; O. Nwobodo; S. Aydoğdu; (c) H. Akbunar; F. Diabaté; C. Ndiaye; B. Ideye
20/21,Round 27,26/02/21,Gençlerbirliği,Yeni Malatyaspor,1,1,6.69,6.62,4-2-3-1,4-1-4-1,K. Nordfeldt; M. Johansson; A. Kızıldağ; M. Akbaş; (c) H. I. Pehlivan; R. Piris; S. Dikmen; D. Candeias; L. Mugni; F. Ayité; S. Lima,E. Özbir; (c) I. Chebake; Wallace; S. Kaya; T. L. Hadebe; Z. Yavru; M. Eskihellaç; A. Ildız; S. Mallan; K. Hafez; B. Tetteh
20/21,Round 27,26/02/21,Konyaspor,Gaziantep,0,0,7.0,6.87,4-2-3-1,5-4-1,E. Birnican; N. Skubic; A. Çalık; (c) A. Bardakcı; G. H. Sityá; M. Jevtović; I. Diomandé; J. Sekidika; A. Rahmanović; D. Milošević; S. Cikalleshi,(c) G. Güvenç; P. Olkowski; R. Miranda; P. Djilobodji; A. Toșca; J. Morais; A. Maxim; A. Vetrih; A. Sousa; K. Mirallas; N. Dicko
20/21,Round 27,26/02/21,Beşiktaş,Denizlispor,3,0,7.12,6.46,4-1-4-1,4-1-4-1,E. Destanoğlu; V. Rosier; Welinton; D. Vida; F. N'Sakala; Souza; C. Larin; (c) A. Hutchinson; A. Ljajić; G. N'Koudou; V. Aboubakar,C. Gönen; T. Lopes; F. Leismann; M. Yumlu; A. B. Mohamed; K. Aktaş; Á. Sagal; M. Diskerud; R. Murawski; M. Mešanovič; (c) H. Rodallega
20/21,Round 27,27/02/21,Karagümrük,Alanyaspor,2,0,7.02,6.61,4-1-4-1,4-2-3-1,E. Viviano; V. E. Hedenstad; E. Roco; G. Campi; J. Balkovec; (c) L. Biglia; A. Ndao; L. Castro; A. Bertolacci; F. Borini; A. Sobiech,Marafona; T. Bingöl; S. Caulker; G. Tzavellas; F. Moubandje; S. Uçan; B. Kutlu; (c) E. Karaca; U. Güneş; Davidson; M. Pektemek
20/21,Round 27,27/02/21,Hatayspor,Ankaragücü,4,1,6.98,6.38,4-2-3-1,4-2-3-1,M. Mohamedi; S. Popov; J. C. Billong; P. Santos; A. Katranis; (c) R. Aabid; R. Ribeiro; D. Babajide; A. Traoré; S. Ilgaz; M. B. Diouf,(c) K. Çelikay; S. Kitsiou; A. Kulušić; Z. Šarlija; A. Turan; D. Łukasik; I. Voca; S. Lobjanidze; E. Çekiçi; J. Paintsil; T. Børven
20/21,Round 27,27/02/21,Antalyaspor,Başakşehir,0,0,6.69,6.81,4-1-4-1,4-4-2,R. Boffin; B. Balcı; V. Sarı; F. Kudryashov; E. Albayrak; (c) N. Şahin; G. Bayrakdar; D. Sinik; Fredy; A. d. Silva; D. Orgill,V. Babacan; L. Duarte; C. Ponck; A. Epureanu; H. A. Kaldırım; D. Aleksić; (c) M. Tekdemir; M. Topal; B. Özcan; F. Gulbrandsen; E. Crivelli
20/21,Round 27,27/02/21,Rizespor,Sivasspor,0,0,6.99,6.82,5-3-2,4-3-3,(c) G. Akkan; M. Morozyuk; S. Ay; Y. Meriah; E. Dilaver; İ. Köybaşı; E. Sabo; Y. Pehlivan; D. Djoković; B. Samudio; A. Søderlund,M. Yıldırım; A. Oğuz; R. Yalçın; S. Camara; (c) Z. Erdal; H. Arslan; Claudemir; F. Fajr; E. Yeşilyurt; M. Yatabaré; M. Gradel
20/21,Round 27,27/02/21,Galatasaray,Erzurumspor,2,0,7.1,6.55,4-1-4-1,4-3-3,(c) F. Muslera; D. Yedlin; C. Luyindama; Marcão; Ö. Bayram; O. Etebo; A. Turan; G. Fernandes; E. Kılınç; H. Onyekuru; M. Mohamed,M. G. Bakırbaş; B. Butko; M. D. Costa; A. Teikeu; L. Schwechlen; B. Çağıran; O. Çelik; J. O. Omolo; C. A. Alkılıç; R. Gomes; (c) A. Chahechouhe
20/21,Round 27,28/02/21,Göztepe,Kasımpaşa,1,0,6.97,6.39,4-1-4-1,4-3-3,İ. C. Eğribayat; M. Paluli; A. Öztürk; A. Nukan; B. Emir; O. Nwobodo; (c) H. Akbunar; F. Diabaté; S. Aydoğdu; C. Ndiaye; A. Jahović,E. Taşkıran; F. Hadergjonaj; D. Luckassen; T. Břečka; O. Haddadi; K. Bistrović; (c) L. Sadiku; A. Kara; Y. Erdoğan; K. Varga; H. Hajradinović
20/21,Round 27,28/02/21,Trabzonspor,Fenerbahçe,0,1,6.85,7.01,4-2-3-1,4-2-3-1,(c) U. Çakır; S. Asan; E. Ié; V. Hugo; Marlon; Flávio; B. A. Özdemir; C. Ekuban; A. Bakasetas; A. N. Nwakaeme; T. Djaniny,A. Bayındır; (c) G. Gönül; S. Aziz; M. Tisserand; A. Szalai; J. Sosa; M. H. Yandaş; B. Osayi-Samuel; M. Özil; D. Pelkas; M. Thiam
20/21,Round 26,19/02/21,Başakşehir,Trabzonspor,0,1,6.69,7.1,4-1-4-1,4-2-3-1,M. Günok; Rafael; L. Duarte; (c) A. Epureanu; H. A. Kaldırım; M. Topal; D. Türüç; O. Azubuike; B. Özcan; J. Fernandes; E. Crivelli,K. Moradaoğlu; (c) K. A. Çörekçi; E. Ié; V. Hugo; F. C. Genç; Flávio; B. A. Özdemir; C. Ekuban; A. Bakasetas; Y. Malli; T. Djaniny
20/21,Round 26,20/02/21,Kasımpaşa,Karagümrük,3,2,6.97,6.67,4-3-3,4-1-4-1,E. Taşkıran; F. Hadergjonaj; D. Luckassen; T. Břečka; O. Haddadi; K. Bistrović; (c) L. Sadiku; A. Kara; Y. Erdoğan; I. K. Thelin; A. Hodžić,A. Özer; K. Altınay; E. Roco; G. Campi; J. Balkovec; (c) L. Biglia; A. Ndao; L. Castro; A. Bertolacci; Y. Salibur; K. Ademi
20/21,Round 26,20/02/21,Denizlispor,Gençlerbirliği,1,0,6.91,6.74,4-1-4-1,4-2-3-1,C. Gönen; Ö. Özdemir; F. Leismann; M. Yumlu; A. B. Mohamed; R. Murawski; Á. Sagal; M. Diskerud; R. Niyaz; M. Mešanovič; (c) H. Rodallega,K. Nordfeldt; Ö. Artan; A. Kızıldağ; (c) Z. Touré; P. Polomat; R. Piris; S. Dikmen; D. Candeias; D. Furman; F. Ayité; S. Lima
20/21,Round 26,20/02/21,Yeni Malatyaspor,Konyaspor,2,3,6.59,6.84,4-2-3-1,4-2-3-1,A. Damlu; I. Chebake; Wallace; S. Kaya; K. Hafez; Z. Yavru; A. Afriyie; U. Bulut; K. Kanatsızkuş; (c) A. Büyük; B. Tetteh,E. Birnican; N. Skubic; A. Çalık; (c) A. Bardakcı; G. H. Sityá; M. Jevtović; I. Diomandé; S. Cikalleshi; D. Milošević; F. Miya; A. Kravets
20/21,Round 26,20/02/21,Alanyaspor,Galatasaray,0,1,7.12,6.91,4-2-3-1,4-1-4-1,Marafona; T. Bingöl; S. Caulker; G. Tzavellas; F. Moubandje; S. Uçan; B. Kutlu; (c) E. Karaca; U. Güneş; Davidson; K. Babacar,(c) F. Muslera; D. Yedlin; C. Luyindama; Marcão; Ö. Bayram; O. Etebo; A. Turan; G. Fernandes; E. Kılınç; H. Onyekuru; M. Mohamed
20/21,Round 26,21/02/21,Erzurumspor,Hatayspor,1,3,6.48,6.89,4-4-2,4-2-3-1,J. Szumski; M. M. Uçar; M. D. Costa; A. Teikeu; L. Schwechlen; C. A. Alkılıç; J. O. Omolo; P. Boumal; A. Novikovas; (c) A. Chahechouhe; R. Gomes,M. Mohamedi; B. Çamoğlu; J. C. Billong; P. Santos; A. Katranis; (c) R. Aabid; R. Ribeiro; A. Boupendza; A. Traoré; D. Babajide; M. B. Diouf
20/21,Round 26,21/02/21,Gaziantep,Antalyaspor,0,0,6.79,7.02,3-5-2,4-1-4-1,(c) G. Güvenç; R. Miranda; P. Djilobodji; A. Toșca; O. Ceylan; A. Maxim; A. Vetrih; K. Mirallas; G. Vural; K. Özer; A. Balada,R. Boffin; B. Balcı; V. Sarı; F. Kudryashov; E. Albayrak; N. Şahin; G. Bayrakdar; (c) H. Özmert; Fredy; A. d. Silva; D. Orgill
20/21,Round 26,21/02/21,Sivasspor,Kayserispor,2,0,7.14,6.56,4-1-4-1,4-1-4-1,M. Yıldırım; A. Oğuz; R. Yalçın; S. Camara; U. Çiftçi; I. Cofie; E. Yeşilyurt; (c) H. Arslan; F. Fajr; M. Gradel; M. Yatabaré,D. Alemdar; Z. Kvržić; D. Kolovetsios; N. Paz; A. Behich; Campanharo; A. Lennon; K. Muhar; D. Avramovski; (c) İ. Parlak; A. Maglica
20/21,Round 26,21/02/21,Fenerbahçe,Göztepe,0,1,6.73,7.09,4-2-3-1,4-1-4-1,A. Bayındır; N. Sangaré; S. Aziz; A. Szalai; C. Erkin; J. Sosa; (c) O. Tufan; B. Osayi-Samuel; M. Özil; Enner Valencia; M. Thiam,İ. C. Eğribayat; M. Paluli; A. Öztürk; A. Nukan; D. Bureković; O. Nwobodo; (c) H. Akbunar; F. Diabaté; S. Aydoğdu; C. Ndiaye; A. Jahović
20/21,Round 26,22/02/21,Ankaragücü,Rizespor,1,1,6.82,6.81,4-2-3-1,5-3-2,(c) K. Çelikay; S. Kitsiou; A. Kulušić; E. Dikmen; A. Turan; İ. Akdağ; I. Voca; S. Lobjanidze; D. Łukasik; J. Paintsil; T. Børven,G. Akkan; O. Bulut; S. Ay; Y. Meriah; E. Dilaver; İ. Köybaşı; G. Donsah; (c) A. Durak; D. Djoković; M. Škoda; B. Samudio
20/21,Round 25,12/02/21,Rizespor,Erzurumspor,0,2,6.54,7.13,4-1-4-1,4-2-3-1,(c) G. Akkan; M. Morozyuk; Y. Meriah; M. Talbi; D. Melnjak; G. Donsah; K. Michalak; F. Baiano; D. Djoković; B. Samudio; M. Škoda,J. Szumski; M. M. Uçar; M. D. Costa; A. Teikeu; L. Schwechlen; J. O. Omolo; P. Boumal; C. A. Alkılıç; (c) A. Chahechouhe; A. Novikovas; R. Gomes
20/21,Round 25,13/02/21,Kayserispor,Ankaragücü,0,0,7.09,6.77,4-1-4-1,4-2-3-1,D. Alemdar; Z. Kvržić; U. Demirok; D. Kolovetsios; Y. Subaşı; K. Muhar; A. Lennon; Campanharo; D. Avramovski; (c) İ. Parlak; K. Luckassen,(c) K. Çelikay; S. Kitsiou; Z. Šarlija; M. Pazdan; A. Turan; A. Çankaya; I. Voca; S. Lobjanidze; E. Güral; J. Paintsil; T. Børven
20/21,Round 25,13/02/21,Trabzonspor,Gaziantep,1,0,7.14,6.69,4-2-3-1,5-3-2,(c) U. Çakır; K. A. Çörekçi; E. Ié; V. Hugo; Marlon; Flávio; B. A. Özdemir; C. Ekuban; A. Bakasetas; A. N. Nwakaeme; T. Djaniny,(c) G. Güvenç; O. Ceylan; E. Ersoy; P. Djilobodji; A. Toșca; G. Vural; J. Junior; O. Rashid; A. Maxim; M. Demir; K. Mirallas
20/21,Round 25,13/02/21,Karagümrük,Fenerbahçe,1,2,6.68,6.75,4-1-4-1,4-2-3-1,A. Özer; K. Altınay; E. Roco; G. Campi; J. Balkovec; (c) L. Biglia; A. Ndao; J. Durmaz; A. Bertolacci; F. Borini; K. Ademi,A. Bayındır; N. Sangaré; S. Aziz; A. Szalai; C. Erkin; J. Sosa; (c) O. Tufan; B. Osayi-Samuel; M. Özil; M. Thiam; Enner Valencia
20/21,Round 25,14/02/21,Konyaspor,Denizlispor,2,0,7.08,6.61,4-1-4-1,5-4-1,E. Birnican; N. Skubic; A. Çalık; (c) A. Bardakcı; G. H. Sityá; I. Diomandé; J. Sekidika; D. Milošević; M. Çağıran; F. Miya; S. Cikalleshi,C. Gönen; T. Lopes; F. Leismann; M. Yumlu; S. Aytaç; H. Ayaroğlu; Á. Sagal; R. Murawski; K. Aktaş; A. Yasin; (c) H. Rodallega
