Team Name,Player Name,Age,Market Value
Beşiktaş,Tayfur Bingöl,31,550 bin €
Hatayspor,Armin Hodžić,30,200 bin €
Kayserispor,Mehmet Eray Özbek,21,350 bin €
Fatih Karagümrük,Tonio Teklić,25,1.00 mil. €
Konyaspor,Muhammet Demir,32,-
Beşiktaş,Emrecan Uzunhan,23,500 bin €
İstanbulspor,Emir Mustafa Vuruşaner,19,-
Sivasspor,Mehmet Albayrak,38,-
MKE Ankaragücü,Abdurrahim Dursun,26,250 bin €
Kasımpaşa,Erdem Çetinkaya,23,250 bin €
Galatasaray,Yunus Akgün,24,11.00 mil. €
Adana Demirspor,Nabil Alioui,25,2.40 mil. €
Sivasspor,Kerem Atakan Kesgin,24,900 bin €
Antalyaspor,Fredy,38,-
Konyaspor,Yasir Subaşı,28,75 bin €
Samsunspor,Douglas Tanque,31,800 bin €
Sivasspor,Ahmed Musa,32,500 bin €
Samsunspor,Jakub Szumski,32,75 bin €
Beşiktaş,Jean Onana,24,3.00 mil. €
Hatayspor,Kerim Alıcı,27,200 bin €
Sivasspor,Mijo Caktaš,32,900 bin €
Gaziantep FK,Ömürcan Artan,25,225 bin €
Antalyaspor,Gerrit Holtmann,29,700 bin €
Adana Demirspor,Abdulsamet Burak,28,100 bin €
İstanbulspor,Racine Coly,29,200 bin €
Antalyaspor,Deni Milošević,29,150 bin €
Pendikspor,Josip Vuković,32,325 bin €
Kayserispor,Dimitris Kolovetsios,N/A,N/A
Antalyaspor,Emre Uzun,19,900 bin €
Kayserispor,Talha Sariarslan,20,225 bin €
Kayserispor,Baran Ali Gezek,19,900 bin €
Kasımpaşa,Selim Dilli,26,100 bin €
İstanbulspor,Giannelli Imbula,32,100 bin €
Hatayspor,Bertuğ Yıldırım,22,3.50 mil. €
Gaziantep FK,İlker Karakaş,25,225 bin €
Kasımpaşa,Taylan Utku Aydın,18,250 bin €
Samsunspor,Gaëtan Laura,29,450 bin €
İstanbulspor,Djakaridja Traore,29,-
Adana Demirspor,José Rodríguez,-,-
Çaykur Rizespor,Óscar Pinchi,28,500 bin €
Çaykur Rizespor,Mame Mor Faye,19,550 bin €
Konyaspor,Kahraman Demirtaş,30,100 bin €
Beşiktaş,Yakup Arda Kilic,19,75 bin €
Konyaspor,Niko Rak,21,550 bin €
Galatasaray,Ali Turap Bülbül,19,250 bin €
Gaziantep FK,Valmir Veliu,24,350 bin €
Adana Demirspor,Motez Nourani,22,150 bin €
İstanbulspor,Demeaco Duhaney,26,200 bin €
Konyaspor,Nélson Oliveira,33,500 bin €
Fatih Karagümrük,Samed Onur,22,350 bin €
Kasımpaşa,Tuncer Duhan Aksu,27,400 bin €
Pendikspor,Görkem Bitin,26,200 bin €
Pendikspor,Emeka Eze,28,700 bin €
Kayserispor,Hayrullah Erkip,21,100 bin €
İstanbulspor,Kubilay Koylu,25,50 bin €
Başakşehir FK,Mahmut Tekdemir,36,25 bin €
Kasımpaşa,Dries Saddiki,N/A,N/A
Fatih Karagümrük,Adnan Ugur,23,450 bin €
Samsunspor,Nanú,30,400 bin €
Alanyaspor,Yunus Bahadir,22,175 bin €
Adana Demirspor,Breyton Fougeu,20,75 bin €
MKE Ankaragücü,Arda Ünyay,17,200 bin €
Galatasaray,Serge Aurier,32,2.50 mil. €
Adana Demirspor,Ozan Demirbağ,16,100 bin €
İstanbulspor,Eslem Öztürk,27,150 bin €
Trabzonspor,Mislav Oršić,31,1.70 mil. €
Kasımpaşa,Ali Sühan Demirel,21,50 bin €
Pendikspor,Georgios Tzavellas,37,-
Adana Demirspor,Florent Shehu,22,50 bin €
Samsunspor,Berhan Deniz,20,75 bin €
Sivasspor,Eren Kaya,20,-
Fatih Karagümrük,Anwan Lawrence,23,100 bin €
Adana Demirspor,Abat Aimbetov,29,500 bin €
Gaziantep FK,Albian Ajeti,27,800 bin €
Gaziantep FK,Batuhan Ahmet Şen,25,275 bin €
İstanbulspor,Tunahan Samdanli,19,150 bin €
Samsunspor,Yunus Emre Çift,21,350 bin €
Kasımpaşa,Emre Gedik,25,200 bin €
Hatayspor,Onur Ari,23,125 bin €
Alanyaspor,Anderson Silva,43,-
Kayserispor,Duckens Nazon,30,1.30 mil. €
Gaziantep FK,Naoufel Khacef,27,400 bin €
Fatih Karagümrük,Emir Tintiş,20,200 bin €
İstanbulspor,Eren Arda Şan,18,50 bin €
Kayserispor,Yiğit Emre Çeltik,21,150 bin €
Çaykur Rizespor,Güvenç Usta,20,75 bin €
İstanbulspor,Demir Mermerci,18,-
Beşiktaş,Fahri Ay,19,175 bin €
Adana Demirspor,Jovan Manev,23,450 bin €
Pendikspor,Aias Aosman,30,150 bin €
Kasımpaşa,Berat Kalkan,21,200 bin €
Çaykur Rizespor,Alberk Koc,27,275 bin €
Kayserispor,Muhammed Arıkan,N/A,N/A
Kayserispor,Ahmet Kağan Malatyalı,21,25 bin €
Hatayspor,Musa Çağıran,32,-
Sivasspor,Emre Gökay,18,1.20 mil. €
Gaziantep FK,Luka Stankovski,22,650 bin €
İstanbulspor,Baran Vardar,N/A,N/A
Çaykur Rizespor,Janne-Pekka Laine,23,250 bin €
Samsunspor,Muhammet Ali Özbaskıcı,19,300 bin €
Çaykur Rizespor,Oumar Diouf,21,-
Fenerbahçe,Altay Bayındır,26,10.00 mil. €
Başakşehir FK,Ahmed Touba,26,2.20 mil. €
Beşiktaş,Emirhan Delibaş,21,-
İstanbulspor,İzzet Topatar,23,50 bin €
Trabzonspor,Maximiliano Gómez,28,1.70 mil. €
Adana Demirspor,Vedat Karakuş,26,75 bin €
Pendikspor,Burak Öğür,35,50 bin €
Adana Demirspor,Yılmaz Aktaş,21,-
Çaykur Rizespor,Zafer Görgen,24,400 bin €
Adana Demirspor,Deniz Eren Donmezer,16,300 bin €
Fenerbahçe,Yusuf Akçiçek,18,150 bin €
Fenerbahçe,Furkan Onur Akyüz,19,50 bin €
Adana Demirspor,Samet Duyur,N/A,N/A
Adana Demirspor,Burhan Ersoy,21,50 bin €
Kayserispor,Mehmet Şamil Öztürk,19,100 bin €
Kasımpaşa,Bunyamin Cetinkaya,15,-
Kayserispor,Enes Gökcek,N/A,N/A
Pendikspor,Umut Mert Toy,20,50 bin €
Pendikspor,Ahmet Kosar,N/A,N/A
Kasımpaşa,Sarp Yavrucu,19,75 bin €
Kasımpaşa,Emirhan Yiğit,18,100 bin €
Başakşehir FK,Batuhan Çelik,19,175 bin €
Galatasaray,Efe Akman,18,600 bin €
Başakşehir FK,Yasin Yağız Dilek,19,75 bin €
Kasımpaşa,Hasan Yesilyurt,32,-
MKE Ankaragücü,Alperen Kuyubaşı,24,25 bin €
İstanbulspor,Muhammet Berkay Tekke,21,25 bin €
Konyaspor,Mehmet Ali Büyüksayar,20,200 bin €
