Team Name,Player Name,Age,Market Value
İstanbulspor,Mahamadou Ba,25,400 bin €
Konyaspor,Mehmet Ali Büyüksayar,20,200 bin €
Galatasaray,Haris Seferović,32,2.50 mil. €
Alanyaspor,Fatih Aksoy,27,1.40 mil. €
Antalyaspor,Soner Aydoğdu,33,125 bin €
Kasımpaşa,Yunus Malli,32,100 bin €
Fatih Karagümrük,Adnan Uğur,23,450 bin €
Adana Demirspor,Yaroslav Rakitskyi,35,700 bin €
Galatasaray,Nicolò Zaniolo,25,18.00 mil. €
Alanyaspor,Oussama Targhalline,22,3.00 mil. €
Kayserispor,Baran Ali Gezek,19,900 bin €
Giresunspor,Senghor Faustin,N/A,N/A
Adana Demirspor,Berk Yıldız,28,200 bin €
Konyaspor,Mahir Emreli,27,800 bin €
Fatih Karagümrük,Adem Ljajić,33,400 bin €
Kasımpaşa,Erdem Çetinkaya,23,250 bin €
Kasımpaşa,Ali Sühan Demirel,21,50 bin €
Alanyaspor,Pedro Pereira,31,4.00 mil. €
Giresunspor,Erol Can Akdag,28,200 bin €
Giresunspor,Doğan Can Davas,27,650 bin €
Antalyaspor,Doğukan Sinik,25,2.00 mil. €
Beşiktaş,Atiba Hutchinson,41,-
Trabzonspor,Mountassir Lahtimi,N/A,N/A
Gaziantep FK,Alin Toșca,32,600 bin €
Adana Demirspor,İsmail Çokçalış,24,325 bin €
Kasımpaşa,Turgay Gemicibaşi,28,300 bin €
MKE Ankaragücü,Federico Macheda,33,250 bin €
Başakşehir FK,Okechukwu Azubuike,27,250 bin €
Sivasspor,Mehmet Albayrak,38,-
Ümraniyespor,Beren Kucukbasarik,19,-
Fenerbahçe,Mauricio Lemos,28,2.50 mil. €
Gaziantep FK,Onurhan Babuscu,21,100 bin €
MKE Ankaragücü,Sinan Osmanoğlu,34,75 bin €
Ümraniyespor,Yunus Emre Mertoğlu,23,25 bin €
Ümraniyespor,Mert Yilmaz,25,250 bin €
İstanbulspor,Mirza Cihan,24,200 bin €
Antalyaspor,Shoya Nakajima,30,850 bin €
İstanbulspor,Michael Ologo,21,500 bin €
Antalyaspor,Amar Gerxhaliu,22,300 bin €
İstanbulspor,Kagan Bağış,26,25 bin €
Başakşehir FK,Eden Karzev,24,1.50 mil. €
Beşiktaş,Tyler Boyd,29,1.00 mil. €
Fatih Karagümrük,Emir Tintiş,20,200 bin €
Ümraniyespor,Emre Nefiz,30,50 bin €
İstanbulspor,Ferhat Yazgan,32,225 bin €
Kayserispor,Berat Eskin,20,50 bin €
Kayserispor,Yaw Ackah,25,400 bin €
Fenerbahçe,Jayden Oosterwolde,23,15.00 mil. €
Beşiktaş,Emre Bilgin,20,700 bin €
Başakşehir FK,Batuhan Çelik,19,175 bin €
Alanyaspor,Yusuf Karagöz,25,50 bin €
Galatasaray,Hamza Akman,20,300 bin €
Ümraniyespor,Anil Demir,28,50 bin €
MKE Ankaragücü,Doğukan Kaya,24,-
Ümraniyespor,Gunes Guventurk,19,-
Ümraniyespor,Dogukan Saral,21,25 bin €
Kayserispor,Cenk Gönen,36,-
Hatayspor,Engin Aksoy,N/A,N/A
İstanbulspor,Alp Arda,29,75 bin €
İstanbulspor,Kristal Abazaj,28,300 bin €
Antalyaspor,Bálint Szabó,23,400 bin €
Alanyaspor,Çağan Kayra Erciyas,21,25 bin €
MKE Ankaragücü,Eren Derdiyok,36,-
İstanbulspor,Abdullah Dijlan Aydin,24,200 bin €
Kasımpaşa,Hasan Yesilyurt,32,-
Hatayspor,Abdullah Yiğiter,24,150 bin €
Galatasaray,Baran Aksaka,21,100 bin €
MKE Ankaragücü,Şahverdi Çetin,24,300 bin €
Kasımpaşa,Taylan Utku Aydın,18,250 bin €
Trabzonspor,Oguzhan Yilmaz,21,125 bin €
Fatih Karagümrük,Muzaffer Cem Kablan,24,25 bin €
İstanbulspor,Eslem Öztürk,27,150 bin €
Kayserispor,Ahmet Kağan Malatyalı,21,25 bin €
MKE Ankaragücü,Mert Can,31,-
