Team Name,Player Name,Age,Market Value
Galatasaray,Arda Turan,37,-
Göztepe,Murat Paluli,30,800 bin €
Gaziantep FK,Mirza Cihan,24,200 bin €
Kayserispor,Arif Kocaman,21,1.50 mil. €
Antalyaspor,Erkan Eyibil,23,200 bin €
Sivasspor,Mehmet Albayrak,38,-
Sivasspor,Emre Satılmış,28,150 bin €
Fatih Karagümrük,Bahattin Demircan,68,-
Yeni Malatyaspor,Erşan Yaşa,24,25 bin €
Altay,Tugay Gündem,21,-
Göztepe,Firat Arslan,21,10 bin €
Giresunspor,Baris Gun,20,25 bin €
Başakşehir FK,Ahmed Kutucu,24,3.50 mil. €
Adana Demirspor,Ferhat Kaplan,35,25 bin €
Yeni Malatyaspor,Walter Bwalya,29,350 bin €
Yeni Malatyaspor,Mert Miraç Altıntaş,23,25 bin €
Yeni Malatyaspor,Kenan Özer,37,50 bin €
Çaykur Rizespor,Tyler Boyd,29,1.00 mil. €
Yeni Malatyaspor,Gastón Campi,33,225 bin €
Fatih Karagümrük,Yannis Salibur,33,-
Kayserispor,Emre Demir,20,600 bin €
Gaziantep FK,Torgeir Børven,33,250 bin €
Kasımpaşa,Sakıb Aytaç,33,150 bin €
Fenerbahçe,Max Meyer,29,1.30 mil. €
Antalyaspor,Sinan Gümüş,30,75 bin €
Antalyaspor,Enzo Crivelli,29,1.50 mil. €
Antalyaspor,Ersin Zehir,26,100 bin €
Alanyaspor,Ahmed Ildız,28,325 bin €
Yeni Malatyaspor,Umut Taniş,20,25 bin €
Adana Demirspor,Loïc Rémy,37,-
Alanyaspor,Ahmet Gülay,21,-
Fenerbahçe,Burak Kapacak,25,200 bin €
Fatih Karagümrük,Serhat Ahmetoglu,22,-
Yeni Malatyaspor,Muhammed Emin Sarikaya,22,150 bin €
Göztepe,Beykan Şimşek,30,-
Konyaspor,Erdon Daci,26,400 bin €
Galatasaray,Fatih Öztürk,38,-
Giresunspor,Çekdar Orhan,26,300 bin €
Yeni Malatyaspor,Kerem Altunışık,20,25 bin €
Gaziantep FK,Ulaş Zengin,27,50 bin €
Giresunspor,Metin Caner Akbayrak,20,-
Fenerbahçe,Osman Ertuğrul Çetin,21,450 bin €
Galatasaray,Gustavo Assunção,24,1.00 mil. €
Altay,Efe Sarıkaya,19,300 bin €
Sivasspor,Koray Altınay,33,-
Yeni Malatyaspor,Haqi Osman,22,300 bin €
Göztepe,Ege Özkayımoğlu,23,100 bin €
Göztepe,François Moubandje,34,-
Fatih Karagümrük,Efe Tatlı,22,50 bin €
Hatayspor,Abdullah Yiğiter,24,150 bin €
Göztepe,Efe Can Saçıkara,20,25 bin €
Hatayspor,Bülent Cevahir,32,-
Konyaspor,Alberk Koc,27,275 bin €
Galatasaray,Işık Kaan Arslan,23,125 bin €
Kayserispor,Daniel Avramovski,29,375 bin €
Çaykur Rizespor,Mahsun Çapkan,25,-
Giresunspor,Furkan Kütük,22,100 bin €
Yeni Malatyaspor,Emircan Bayrakdar,21,25 bin €
Alanyaspor,Ismail Zehir,21,100 bin €
Giresunspor,Kasim Kosker,N/A,N/A
Adana Demirspor,Mustafa Kapı,22,125 bin €
Yeni Malatyaspor,Barış Başdaş,34,50 bin €
Kasımpaşa,Mehmet Feyzi Yıldırım,28,125 bin €
Yeni Malatyaspor,Burak Efe Yaz,21,25 bin €
Altay,Cihan Topaloğlu,32,100 bin €
Alanyaspor,El Mami Tetah,23,200 bin €
Çaykur Rizespor,Güvenç Usta,20,75 bin €
Yeni Malatyaspor,Enes Savucu,20,25 bin €
Çaykur Rizespor,Emir Dilaver,33,250 bin €
Fatih Karagümrük,Rayyan Baniya,25,2.50 mil. €
Beşiktaş,Mert Günok,35,1.20 mil. €
Fatih Karagümrük,Alparslan Erdem,36,-
Yeni Malatyaspor,Ahmet Eyüp Türkaslan,-,-
Galatasaray,Atalay Babacan,24,200 bin €
Hatayspor,Emre Kaplan,23,350 bin €
Giresunspor,Anıl Yiğit Çınar,21,100 bin €
Trabzonspor,Erce Kardeşler,30,400 bin €
Giresunspor,Sahin Dik,20,175 bin €
Göztepe,Marko Mihojević,28,50 bin €
Göztepe,Kenan Pirić,30,650 bin €
Göztepe,Arda Özçimen,22,225 bin €
Kayserispor,Doğan Alemdar,22,2.00 mil. €
Giresunspor,Fatih Yilmaz,35,-
Giresunspor,Göktan Cörüt,24,25 bin €
Yeni Malatyaspor,Yiğit Ulaş,20,25 bin €
Göztepe,İzzet Furkan Malak,19,50 bin €
Giresunspor,Hüsamettin Tut,33,-
Konyaspor,Eray Birnican,36,25 bin €
Kasımpaşa,Berat Kalkan,21,200 bin €
Adana Demirspor,İzzet Çelik,20,125 bin €
Konyaspor,Ahmet Karademir,20,100 bin €
Kayserispor,Mehmet Eray Özbek,21,350 bin €
Gaziantep FK,Berke Gürbüz,21,-
Hatayspor,Eren Fansa,21,-
Fatih Karagümrük,Muhammed Egemen Pehlivan,24,-
Göztepe,Yusuf Talum,23,125 bin €
Sivasspor,Halit Çokyaşar,22,25 bin €
Göztepe,Yunus Toplu,19,-
Sivasspor,Kaan Onaran,20,-
Giresunspor,Emre Nizam,22,25 bin €
Çaykur Rizespor,Soner Özdemir,21,-
Göztepe,Atalay Çayirli,19,-
Giresunspor,Kaan Yilmaz,32,-
Başakşehir FK,Emre Karaal,21,-
Sivasspor,Muhammet Emin Ergin,23,25 bin €
